absolute_magnitude,est_dia_in_km_max,epoch_date_close_approach,relative_velocity_km_per_hr,miss_dist_astronomical,orbit_uncertainity,minimum_orbit_intersection,epoch_osculation,eccentricity,semi_major_axis,inclination,asc_node_longitude,perihelion_distance,mean_anomaly,hazardous
19.4,0.7835017643,969001200000,46836.8209972674,0.1468913046,5,0.0506398,2458000.5,0.6200638896652969,2.721336694541438,19.27563373621656,157.8666031421508,1.033934078635172,274.1047615099285,False
22.6,0.1794898848,969001200000,59367.3164496684,0.2156194338,7,0.0324426,2458000.5,0.2387453005905865,1.135425142083463,18.37630450942873,168.318708595025,0.8643477252386371,60.6575170953876,False
28.665,0.0109910701,969001200000,26506.1751803376,0.497428461,4,8.02905e-4,2458000.5,0.2870215746772456,1.2879308276588879,3.005537548195311,12.69635245594941,0.9182668934288655,75.39357502093405,False
24.8,0.0651688382,969606000000,20844.6108313572,0.0210522186,8,0.0206023,2451844.5,0.4093895969545896,1.73129191514456,4.093273708887485,6.962746087337848,1.022519015792789,14.86579429987408,False
18.8,1.0328564805,969606000000,67493.699202366,0.4053891775,0,0.224962,2457600.5,0.04400484905449784,1.277835746700622,37.54560259848378,5.429736962529145,1.22160477755062,135.9645366465087,False
23,0.1492931834,969606000000,67589.7441219295,0.3680807672,6,0.0349837,2458000.5,0.2751814496603729,0.8397911377048145,25.0658065265282,159.5676539204966,0.6086961950192697,33.86297991364878,False
18.8,1.0328564805,969606000000,67493.6689163036,0.4053882771,1,0.227139,2458000.5,0.04405957066649944,1.27778450890344,37.54464724051859,5.428741371266376,1.22148587203685,48.9751146649766,False
17.5,1.8794898244,970988400000,88383.1450257889,0.2428322238,0,0.0906461,2458000.5,0.6189729823262334,1.301085442304655,41.11194084277044,21.41745303622736,0.4957487058200963,173.2643956568348,False
19.4,0.7835017643,970988400000,51541.930409278,0.390798009,1,0.394229,2458000.5,0.549686573476698,2.545200146512992,25.95635990460787,345.6572290440398,1.146137799163876,45.95996945652631,False
22.7,0.1714115092,970988400000,65667.610187437,0.4661866007,2,0.00385218,2458000.5,0.1621960789499528,0.9171413543662438,13.06024110959747,295.0406370400677,0.7683846228451898,188.1129761134878,False
22.7,0.1714115092,970988400000,45891.3202055374,0.2306187997,7,0.0398058,2458000.5,0.3416996665845315,1.568384816047807,11.97149877788956,180.5961565171704,1.03246824732803,227.9633029455405,False
22.2,0.2157943048,970988400000,73534.8197421004,0.3944815293,0,0.00818766,2458000.5,0.2699265188790772,0.813463898120423,26.27627097097949,30.46993716420439,0.5938884198669729,359.2785033872285,True
22.7,0.1714115092,970988400000,50190.2423156077,0.1263572741,1,0.0105801,2458000.5,0.428453878955348,0.7676388084156176,4.782141855450332,201.8978917992333,0.438740983313285,312.2418831809025,False
27.4,0.0196806745,970988400000,20486.7338231332,0.0977609349,6,0.0110091,2458000.5,0.1582910382585499,0.9070830748893509,4.856543021520674,103.1268230186044,0.7634999531783576,323.7169438909147,False
25.5,0.0472106499,971593200000,52518.4610219622,0.3101979866,8,8.52474e-4,2452630.5,0.377270938199526,1.581480425771216,9.975201449251136,79.16120691190459,0.9848338217963233,6.894687792419837,False
18.3,1.30028927,971593200000,118162.0967501066,0.4101960686,0,0.0938502,2458000.5,0.3472492763451782,1.290400870088459,49.90123941966606,34.01261060053654,0.8423101017550536,151.0435207972777,False
20,0.5943468684,971593200000,23259.0320577833,0.2490703081,0,0.162998,2458000.5,0.2456406472626395,1.52178988792615,12.00216353594434,206.8602557495668,1.147976434858231,338.5447394718246,False
25.1,0.0567596853,971593200000,62587.323832864,0.3781443098,4,0.00497131,2458000.5,0.1657861677273728,0.9533338651727158,9.016836811229497,13.07065262779992,0.7952842971010073,128.475850202472,False
27.2,0.0215794305,971593200000,28747.2109348789,0.1953090905,7,0.00758817,2458000.5,0.2232929950433721,0.9801342882847766,11.12695928575858,214.6634803636377,0.7612771675089649,190.747363258656,False
19,0.9419763057,971593200000,54671.5397983115,0.2722792782,0,0.0140013,2458000.5,0.6134106601298899,2.553441042723828,13.8698320072988,74.93795898279072,0.9871330871038503,44.46560352309919,True
24.6,0.0714562102,971593200000,12481.8623729359,0.1620282384,2,0.060889,2458000.5,0.04480030915963613,1.108847210117364,4.253321090336998,193.1304697380354,1.059170512293306,323.8466763964092,False
20.2,0.5420507863,971593200000,59004.6722133692,0.1244973351,2,0.0742667,2458000.5,0.3402001414022144,0.9293548639771085,21.16690941826835,29.26630926472012,0.6131882078392604,30.46177476775219,False
22.1,0.2259643771,971593200000,30567.7831582405,0.2670472486,5,0.198861,2458000.5,0.5594272734266887,2.665777248596538,6.93976137405172,355.5516063153786,1.174468750851277,316.0567610453699,False
21.1,0.358129403,972198000000,38147.258482564,0.2083507964,5,0.066713,2458000.5,0.4981389828131538,1.369832922353516,5.852363583781273,39.63156480485205,0.687465743788366,164.9980003188184,False
25.5,0.0472106499,973670400000,38302.658931456,0.2287836109,7,0.0190648,2458000.5,0.2437845300734803,1.322034699895501,9.646838922457329,70.59812942891564,0.9997430918406414,10.80581700593316,False
20.6,0.4508582062,973670400000,42468.9712453966,0.4094979993,6,0.283048,2458000.5,0.4839600247141654,2.382429739447407,22.42852239451877,236.476745458865,1.229428983864677,219.5514200365977,False
17.3,2.0608196123,973670400000,38643.8289730099,0.3002367015,0,0.190514,2458000.5,0.4994009278615137,2.318260437871553,11.84733833590284,60.76083337837008,1.16051902417386,273.7904785680941,False
22.7,0.1714115092,974275200000,34462.1107898159,0.0301356977,0,0.00396286,2458000.5,0.2882777731177849,0.8546867451024968,7.682031113581086,55.73670685191448,0.6082995535110611,204.2978157364253,False
24.3,0.0820427065,974275200000,66017.3721139782,0.3856758682,2,0.00180294,2458000.5,0.2012707478278015,0.9839990828843111,2.341697091268065,216.4257768385215,0.785948851610315,150.303690564882,False
24.7,0.0682401509,974275200000,25052.4051980894,0.1678715217,6,0.0302126,2458000.5,0.2236385349754972,0.8729409927599596,10.83660347533255,182.6653172473011,0.6777177480190661,82.41107381745688,False
18.8,1.0328564805,974880000000,76929.8350327538,0.4971270365,0,0.0328837,2458000.5,0.5753742801940852,1.092086314122245,6.497317857906793,341.215892884691,0.4637279372243467,263.7052497556946,True
20,0.5943468684,974880000000,39225.9304581862,0.2235454544,1,0.177546,2458000.5,0.2897763540051137,1.638530797696724,19.45106739246019,63.32331508771512,1.163723317215077,356.7097862088751,False
23.2,0.1361570015,974880000000,26827.8549221274,0.2108693818,6,0.00401018,2458000.5,0.4096387339190984,1.331695602576287,11.58066383637646,205.359896892505,0.786181501971306,291.3740763083913,False
25.4,0.0494356193,974880000000,32057.6365477181,0.2535791753,5,4.56335e-4,2458000.5,0.3910920045924487,1.188751181183419,10.19175654625401,188.712803373728,0.7238400987727545,278.9816289996421,False
17.9,1.5632915441,976262400000,49209.0966712883,0.2720654143,0,0.26895,2458000.5,0.5286153436584488,2.217375287702434,21.84132952503184,103.76990053686,1.04523668797386,37.43780753851576,False
20.3,0.5176544822,976262400000,32318.436430524,0.2229262595,0,0.190346,2458000.5,0.4587113496017733,2.068406960531533,16.07365606856018,59.20643910693181,1.119605212140411,213.7240447002737,False
21.2,0.3420109247,976262400000,42422.8379282276,0.2201115596,2,0.0189953,2458000.5,0.1320476850988595,1.040899179374797,12.51092975200014,67.12736517149807,0.9034508523170526,207.2076032624641,True
17.2,2.1579430484,976867200000,45830.8146851521,0.3758302839,0,0.0331798,2458000.5,0.4061499819246546,0.9287966941299322,4.713586625633988,311.9598155095754,0.5515659335973813,286.359312905382,True
24.4,0.0783501764,976867200000,19752.6566159267,0.2500548818,6,0.00658783,2458000.5,0.1586537124826195,1.078189538768366,3.035105217971874,148.4224509395292,0.9071307656828419,184.194107309617,False
19.9,0.6223575734,976867200000,65724.9140849742,0.3019293975,1,0.0816324,2458000.5,0.4235477219306421,1.554937040519927,13.37216383868912,113.4092628816274,0.8963469992621373,247.8328505807963,False
24.8,0.0651688382,976867200000,13622.2755731183,0.1159048093,4,0.0233737,2458000.5,0.09893656953589972,1.101966652915692,6.636058870864352,121.2863024920184,0.992941852533256,241.2692784425234,False
20.1,0.5675968529,977472000000,56293.0323118945,0.4765609516,8,0.0358974,2452067.5,0.3742179206739341,1.416288377859778,30.07353774606891,79.35498649451074,0.8862878860224328,28.87339078883286,True
18.7,1.0815335068,977472000000,58888.2295603145,0.4580116514,6,0.403586,2458000.5,0.5624462320761373,2.653895136524961,24.42216311907759,237.8587821427653,1.16122181666131,303.0649627244983,False
14.4,7.8350176433,977472000000,76314.7491994134,0.1426533266,0,0.0282524,2458000.5,0.6343498179170188,1.982213700330095,6.705067646835919,294.8955618648941,0.7247968004530793,338.2800001004763,True
20.1,0.5675968529,977472000000,103175.288522033,0.280350936,0,0.0151298,2458000.5,0.6158526455447443,1.095155739942305,2.56444984535932,4.37565356732321,0.4207011802153245,165.1410198959511,True
23.7,0.1081533507,977472000000,51080.1464965385,0.004948512,0,0.00741669,2458000.5,0.6456149695175794,2.385956588418015,2.683509244128452,84.74122356647787,0.8455472983162508,186.7210760590904,False
20.1,0.5675968529,977472000000,77255.0797373179,0.2492404211,4,0.0240427,2458000.5,0.60354037382462,2.171090311575451,13.72909846071964,247.3980014970853,0.8607496533201925,90.03141440703943,True
26.692,0.0272671645,977472000000,26199.4388839866,0.2638949741,3,0.00138825,2458000.5,0.2640538859757104,1.007138471483015,1.811674081309308,185.8691790850466,0.7411996443722877,87.30597168123131,False
20.7,0.4305662442,978940800000,115899.1710668258,0.1009439795,1,0.0179694,2458000.5,0.8384836435486978,1.169617575008501,3.760353715304387,196.586250024811,0.1889123691567809,30.02453686515431,True
18.9,0.9863702813,978940800000,69872.1500274376,0.390643372,1,0.104826,2458000.5,0.2458438873332561,1.436782683443137,32.54619126978001,297.0351846845994,1.083558443292369,254.7349236668425,False
21.959,0.2411237442,978940800000,47793.3122699478,0.2274813763,7,0.00468478,2458000.5,0.6146599190311121,1.22432360584616,3.01360811259089,329.2877199279595,0.4717809574088801,61.71536325048304,True
25,0.0594346868,979545600000,31621.5019453895,0.0233017081,9,0.0230994,2451929.5,0.4643269729243437,1.830369148351567,9.726408393430075,118.9791604047194,0.9804793823633748,9.118272230981074,False
16.4,3.1191767052,979545600000,20431.888384026,0.2698892439,0,0.22152,2458000.5,0.5612680144673756,2.739864540972012,8.335003413142086,302.9891483055796,1.202066210151083,237.1184332065502,False
26,0.0375007522,979545600000,18373.7374393087,0.0020466386,6,6.55736e-4,2458000.5,0.1377393526448564,0.9403158602939561,5.773028568055079,115.4537633274837,0.8107973624153754,189.0511121549629,False
19.4,0.7835017643,979545600000,46692.8377132622,0.2296384325,2,0.101703,2458000.5,0.5010608802511558,1.531815564413197,12.36041223513123,319.7954797924821,0.7642827093258997,284.0721739934259,False
19.7,0.6824015094,979545600000,35418.8090221394,0.2410395534,3,0.196366,2458000.5,0.4892223993032462,0.7101457438702746,13.9119185147867,1.28268129341028,0.3627265391990703,158.7308598712446,False
19.3,0.8204270649,979545600000,82764.1904151096,0.2908185972,5,0.0461669,2458000.5,0.6545527809657009,2.404100368962133,37.68393388252976,133.0423964637958,0.830489786737301,173.0478626978483,True
24.6,0.0714562102,980150400000,38798.2598738821,0.0362833721,8,0.033204,2451934.5,0.3866482196613914,1.640060213877381,16.73597714121066,123.1709690844282,1.005933852044211,7.605044460937999,False
18.1,1.4257388333,980150400000,88276.6658705465,0.3632443855,0,0.106558,2458000.5,0.9009731529779084,1.842706954621161,12.79057410499854,342.7271352124852,0.1824774597018141,250.5920558239716,False
19.5,0.7482383761,980150400000,50526.5413192423,0.2960726128,0,0.107335,2458000.5,0.3180173175475633,0.9507523505586194,16.10239036863631,312.7493226805265,0.6483966383819266,305.669940251925,False
19.3,0.8204270649,980150400000,64966.7834954424,0.4512733689,2,0.435734,2458000.5,0.2640045753637797,1.615508430829471,35.93758048546763,291.3024452340196,1.18900681355173,344.1031043128786,False
21.5,0.2978790628,980150400000,53900.5450230724,0.2940685421,6,0.0676834,2458000.5,0.5786881471562696,1.634034457342761,5.459084185067043,99.03780904521837,0.6884380848335784,341.0913116985814,False
19.5,0.7482383761,981619200000,94426.4365560464,0.2751240142,7,0.224774,2458000.5,0.4673425225878713,2.269435934173295,48.52890919072197,315.3155170712597,1.208832019845185,302.4923473295115,False
16.3,3.2661789745,981619200000,77783.5652041908,0.3519888824,0,0.205902,2458000.5,0.3221493022499302,0.7410810355049036,25.61780739807997,103.8991143235559,0.5023422970063431,81.77701987464016,False
22.3,0.2060819612,981619200000,51666.1440876133,0.4164828569,2,0.0529905,2458000.5,0.5122579976781708,0.9616079643955595,6.043859849402944,177.4962534287696,0.4690165940029084,177.5381335861701,False
20.7,0.4305662442,982224000000,33386.8796330394,0.1658804264,1,0.0569384,2458000.5,0.3762686711126573,1.641983909286656,4.420713970898938,150.2122759027674,1.024156805751,321.9851786166815,False
18.9,0.9863702813,982224000000,73215.5194882354,0.3319009782,1,0.281823,2457600.5,0.3475491969141696,1.64370791733137,39.97500073576295,318.2480360204985,1.07243855070139,84.10578666871606,False
21.2,0.3420109247,982224000000,61595.9815834325,0.4217017218,0,0.158693,2457600.5,0.3304930658794457,0.9485854363354138,23.89902642774379,249.9915501477144,0.6350845272323311,313.5356911734779,False
26.6,0.0284472297,982224000000,62691.7843753556,0.3587354559,6,0.00198323,2458000.5,0.2173599795229156,1.137455131243265,7.583000560688578,347.4758044776841,0.8902179072079938,125.6478259117529,False
26.4,0.0311917671,982224000000,27178.2810703538,0.3485026412,6,4.32426e-4,2458000.5,0.3373588255414172,1.132757507004841,5.933129638417528,356.1963876951057,0.7506117648184644,201.5850385881907,False
22.6,0.1794898848,982224000000,42588.1898227433,0.1227419293,7,0.0161531,2458000.5,0.2607394785260002,1.078090713497173,1.69537349244136,187.1815098842731,0.7969899030561963,224.0098223368387,False
21.7,0.2716689341,982224000000,30347.9482914898,0.1739545963,0,0.0479373,2458000.5,0.24646722875438,1.240829715276829,11.31976192900079,195.4068857059227,0.9350058539964624,340.5184013769662,True
19.5,0.7482383761,982224000000,54337.5802071637,0.3286281404,1,0.0237275,2457800.5,0.4252555942420398,0.9595549068433741,18.14867878219412,327.4855216322815,0.5514988147258298,334.2351128984866,True
19.8,0.6516883822,982224000000,41768.0134639229,0.3620677357,2,0.192941,2458000.5,0.155607279874911,0.7736569506630775,16.39876128324156,286.7755471363247,0.6532702970140777,91.86718499251504,False
21.1,0.358129403,982224000000,84985.1883800323,0.3425804596,6,0.253379,2458000.5,0.5454399042710297,1.220462823526119,28.73194679184622,300.5166834623018,0.554773697895682,118.7744344147351,False
21.3,0.3266178974,982224000000,61595.932992098,0.4217018919,0,0.159331,2458000.5,0.3306227599692891,0.9487013434463354,23.89932941585244,249.9855551551862,0.6350390868895355,20.25424046936739,False
18.9,0.9863702813,982224000000,73215.5467800125,0.3319007832,1,0.284237,2458000.5,0.3476193372860359,1.643634236677979,39.97311983564966,318.2390635890371,1.07227519258334,271.1695898614232,False
19.5,0.7482383761,982224000000,54337.5705173551,0.3286281992,1,0.0242684,2458000.5,0.4252201464767748,0.9595421959633043,18.14805013584654,327.4840661508824,0.5515255228451419,183.9544625811109,True
18.7,1.0815335068,982828800000,24679.9869006496,0.3191672986,0,0.180743,2458000.5,0.2537772163312964,1.118955315441115,12.84496414914382,270.9065027812587,0.8349899502893611,252.6295224738258,False
25.3,0.0517654482,982828800000,16262.1363625218,0.1421405493,5,0.00435013,2458000.5,0.1895232834965062,1.01708776980344,2.438015626453526,282.9649755845822,0.8243259560661537,8.329208608740746,False
24.7,0.0682401509,982828800000,67247.448606778,0.4383518468,7,0.0248833,2458000.5,0.2230377756540283,1.224715873468627,6.835071866169407,349.5524880591532,0.9515579692420038,40.15577007190856,False
19.1,0.8995803882,982828800000,70633.954893258,0.4315915884,1,0.282209,2458000.5,0.676346463538954,1.769181017632391,18.9700342671062,38.75584468467895,0.5726016929964755,2.058864205932127,False
22.9,0.1563291544,982828800000,31497.9670599144,0.1651872796,3,0.161382,2458000.5,0.2881488014357247,0.9556872988165097,12.39025112343683,8.10286858545086,0.6803071491151871,357.4983248336804,False
20.7,0.4305662442,984038400000,34832.1883205413,0.28949992,0,0.145352,2458000.5,0.1663912746466786,1.206863444010813,18.59275707551881,350.7512648907148,1.006051897237373,73.6751151704701,False
22.4,0.1968067451,984038400000,47124.6124974376,0.4716339114,1,0.0200593,2458000.5,0.5737126516482606,1.00986054070864,2.75882662551541,117.2995073059307,0.4304907721037399,205.6934071120515,False
22.2,0.2157943048,984038400000,37564.7985008654,0.3529874087,1,0.0100078,2458000.5,0.5387930363497254,1.103329872136912,3.156102565003792,184.5960860435543,0.5088634202329109,12.28166887519436,False
25.8,0.0411187571,984038400000,42031.0092743543,0.3472335775,6,0.00983387,2458000.5,0.065642098256153,1.073088451701371,10.83147119383102,183.2425010277723,1.002648674117246,339.2396647271682,False
26.7,0.0271668934,984038400000,16357.1075185906,0.064942826,6,0.00438796,2458000.5,0.2053588238373605,1.119555000795144,5.989274382940425,180.508011818643,0.8896445026106181,19.80860575676117,False
22.6,0.1794898848,984038400000,74015.6170374036,0.4202563604,5,0.00776419,2458000.5,0.2404558552929554,0.88125954365594406,13.99558148484403,153.80798064652,0.6693555263510744,51.70866785956859,False
24.4,0.0783501764,984038400000,72762.2847514145,0.4934218181,6,0.00908397,2458000.5,0.3623412818111571,0.8045111682670718,14.95651571067213,206.1288496349375,0.5130035603257895,315.9645924472466,False
17.6,1.7948988478,984643200000,86952.8490201806,0.1411960869,0,0.0100036,2458000.5,0.6296879623294294,1.182134944476101,1.521417366146007,272.26806726401003,0.4377588000905317,333.3461063258945,True
21.4,0.3119176705,984643200000,95313.0351149644,0.4187581249,1,0.02399,2458000.5,0.4101333687361926,0.8203222078396782,21.73466211109749,158.3762559267166,0.4838806972892799,139.3409018891939,True
22,0.2366137501,984643200000,81425.9656511842,0.4604192792,5,0.0100462,2458000.5,0.2657082521539904,0.9366357867747175,5.553633080143872,17.61988723056944,0.6877639289659296,355.8626854473442,True
21.6,0.2844722965,984643200000,72180.2149505417,0.1454015047,1,0.0427555,2458000.5,0.3562067153564716,0.9270234354518859,27.70259978469233,175.1808225446324,0.5968114624510975,84.22052708532252,True
25.8,0.0411187571,984643200000,77399.5080028864,0.4598409135,6,0.0154822,2458000.5,0.2395006669387062,1.059836058438762,0.900820415160502,95.21481383778308,0.806004615596989,333.4894602117696,False
19.9,0.6223575734,985248000000,46109.3920187188,0.085448153,0,0.0807597,2458000.5,0.4034355461548302,0.9188845107918439,10.53351561859993,205.297250983349,0.5481738363273223,169.3904315323507,False
18.4,1.2417666126,985248000000,100517.2202454278,0.3071634287,1,0.133383,2458000.5,0.5364170753378906,1.879842381177984,34.67006216019467,185.18834699,0.8714628289702736,120.8671968456781,False
22.2,0.2157943048,985248000000,61546.7518989977,0.3708292715,2,0.14079,2458000.5,0.06891240143790239,1.188441282134689,26.99700878983454,177.5456570351595,1.106542939414848,224.9242914719719,False
24.7,0.0682401509,985248000000,47478.6143367901,0.3704315752,2,0.0160814,2458000.5,0.09956289109756301,1.065047652357035,9.315559877388296,211.3527939346192,0.9590084289316961,32.76775567732248,False
20.4,0.4943561926,985248000000,41974.3064962015,0.423954216,1,0.0379013,2458000.5,0.1905611641248768,1.166841454413402,21.09939805413952,196.7630114318255,0.9444867885112197,205.383459499864,True
21,0.3750075218,985248000000,95436.2136433637,0.477393414,0,0.0132848,2458000.5,0.2639759376057816,1.09779816223086,26.28911314058858,23.76340270307534,0.8080058630540645,62.24995971237964,True
17.2,2.1579430484,986713200000,33581.0220694956,0.2974750582,0,0.0331798,2458000.5,0.4061499819246546,0.9287966941299322,4.713586625633988,311.9598155095754,0.5515659335973813,286.359312905382,True
19.4,0.7835017643,986713200000,88970.1836581148,0.4675109953,1,0.211795,2458000.5,0.4884624485801813,0.6965904568025297,14.54950709298024,115.6657686773224,0.356332176615179,171.6091617323899,False
24.4,0.0783501764,986713200000,29387.0042099407,0.1526302147,0,0.0601388,2458000.5,0.4018400045011861,1.755630306147759,1.349399349826927,215.3731806997821,1.050147816022925,25.417685994794,False
23.7,0.1081533507,986713200000,89984.7649921072,0.474317325,7,0.0804213,2458000.5,0.3214206180139831,0.8572412179731042,27.79092219496523,197.7367640124533,0.5817062159051294,336.2181587413888,False
19.2,0.8590926012,986713200000,137878.6208954954,0.4140252782,2,0.41255,2458000.5,0.4882591805304692,1.108398943527283,54.31121512367606,195.5829111999242,0.5672129836598141,30.55443848373244,False
26.6,0.0284472297,986713200000,65439.7428806208,0.2191436862,7,0.0034055,2458000.5,0.4185428386006104,1.272603802227049,2.610858395041591,204.4545518750578,0.7399645944290102,217.2548101099068,False
17.8,1.6369672047,987318000000,54600.8163734009,0.4955373018,0,0.126462,2458000.5,0.693052275559326,1.2059776787070151,12.6295384519669,290.5683790572897,0.3701721042053644,154.6535828765421,False
19,0.9419763057,987318000000,53789.7980106518,0.1619113222,0,0.105547,2458000.5,0.4993659075098179,0.8746362344900773,23.74080552331273,32.61481696018888,0.4378727175129701,117.9052363796694,False
20.3,0.5176544822,987922800000,98729.7059895926,0.3988877203,6,0.236907,2458000.5,0.6032792958813554,2.239967798941907,37.06625607872009,20.64987822550829,0.888641602399324,300.7053011934643,False
22.3,0.2060819612,987922800000,59758.3363908618,0.3870332643,1,0.118813,2458000.5,0.05429070102708548,1.124029659732631,26.03711827840457,37.43875182706679,1.06300530153051,331.8129906967569,False
22.4,0.1968067451,987922800000,25886.4509199483,0.1272533826,4,0.125694,2458000.5,0.2458274577224918,0.9463352470386508,8.77528163921647,347.4327176234721,0.713700059105953,177.8456655556921,False
19.5,0.7482383761,987922800000,82820.7651664336,0.4736714049,4,0.329278,2458000.5,0.5208238316568933,1.414472799561945,23.483445895544,316.313114078946,0.6777816563196398,233.0812911139833,False
22.6,0.1794898848,989305200000,41219.2427719723,0.2372116888,2,0.164832,2458000.5,0.228982647249184,1.016477554395882,15.47493071345896,211.8751749681112,0.7837218331209368,325.2346787152891,False
20.6,0.4508582062,989305200000,114315.0951345462,0.4554488628,1,0.0686243,2458000.5,0.6777978227821557,2.046844392123017,4.166763507178569,313.6115311290462,0.6594977195681712,218.8631144813105,False
20.8,0.411187571,989305200000,78822.0618327007,0.2478782769,3,0.038909,2458000.5,0.5438881357686699,1.722848148618251,7.210834683994499,225.373343358336,0.7858114808537663,58.23481923336704,True
28.1,0.0142573883,989305200000,12657.9840883514,0.134382872,4,6.25603e-4,2458000.5,0.1882329622820639,1.060462000922179,0.88274263081733,163.8412249778223,0.8608480971010326,79.45367200908683,False
20.6,0.4508582062,989910000000,25448.7302894499,0.2723725778,1,0.249175,2458000.5,0.6236344706265192,3.343384757076465,9.985439343977012,228.4641233634584,1.25833477399631,238.8776449467287,False
24.6,0.0714562102,989910000000,74051.2686710444,0.3055491752,0,0.00157346,2458000.5,0.4126384856667571,1.26450708489448,2.563673816731324,216.2994632193608,0.7427227962687366,205.079331240153,False
25.1,0.0567596853,989910000000,58196.6456362157,0.3914065303,6,0.0547516,2458000.5,0.2154549925607379,0.9143563470361681,11.83231086626747,157.1965601480407,0.717353707087627,136.5941322811811,False
24.3,0.0820427065,989910000000,40956.128612883,0.0827552421,7,0.0558948,2458000.5,0.4009808265262483,0.7756431778134538,10.64182928594618,216.4820443775928,0.4646251352843694,190.4385076738049,False
22.3,0.2060819612,990514800000,65280.98982109,0.3886717418,7,0.0322434,2458000.5,0.5141572371086255,2.124227963444901,8.355333053671343,132.8228386352625,1.032040782771188,86.48163642440274,False
18.5,1.1858779086,990514800000,60405.5270810977,0.3531356678,0,0.0514994,2458000.5,0.6392071594128719,1.798965705003238,10.53794775193678,283.8580470646182,0.649053946826944,275.8585538342771,False
21.2,0.3420109247,990514800000,35605.434793812,0.4376013023,0,0.00488139,2458000.5,0.4166461567271588,1.067897393652302,8.830020810798137,200.0636036521729,0.6229620488081204,37.17060234293982,True
16.84,2.5470647106,991983600000,49785.7209649553,0.2948872751,0,0.156723,2458000.5,0.4669292990846969,1.080053998072658,16.09515254272102,212.9283887102408,0.5757451417789672,205.190921038399,False
17.8,1.6369672047,991983600000,51810.4157994295,0.4616293123,0,0.126462,2458000.5,0.693052275559326,1.2059776787070151,12.6295384519669,290.5683790572897,0.3701721042053644,154.6535828765421,False
20.3,0.5176544822,991983600000,24753.2593337729,0.4963762775,0,0.203225,2458000.5,0.1424733737427288,1.329180740455743,7.418828454978573,208.3570175944874,1.139807876049155,0.2257082366838677,False
21,0.3750075218,991983600000,43381.4065073633,0.0880369876,0,0.0731153,2458000.5,0.1892781045363975,1.236144204779441,20.79453886065231,80.91237716865963,1.002169172765136,333.3336921468092,False
23.6,0.1132504611,991983600000,53568.5156915828,0.2095271914,7,0.0672121,2458000.5,0.3675326427022826,0.981450655761091,9.676830169742416,0.8317866310987827,0.620735502567329,320.9033499172974,False
17.1,2.2596437711,992588400000,85677.3568185437,0.3311088144,2,0.0680902,2458000.5,0.7927778397618304,0.9853282019278486,41.38610419549639,88.64258597980904,0.2041818385470802,268.7891451573563,False
25.2,0.0542050786,992588400000,70498.1977864128,0.4733945439,2,0.00304526,2458000.5,0.2286011453912708,0.853347803044031,3.068253059495902,86.28144053390724,0.6582715178510409,98.67691529748473,False
19.7,0.6824015094,992588400000,38286.6662658913,0.1601336811,2,0.127904,2458000.5,0.439906401914323,1.490269799072045,8.941631049001764,289.7278184825839,0.8346905738806808,317.4135378335313,False
25.4,0.0494356193,992588400000,14783.9038492301,0.2271099398,4,0.00645835,2458000.5,0.1502076520442074,1.051069856417495,7.105161939551787,337.6349471091136,0.8931911211505811,229.844038893096,False
20.151,0.5544213918,992588400000,71135.954645135,0.4158501955,6,0.144879,2458000.5,0.239960136298291,1.099207080220104,41.70743526929814,79.31492855215613,0.8354411994304412,212.2624992595433,False
18.9,0.9863702813,993193200000,47192.7648712248,0.4323184171,0,0.145406,2458000.5,0.3019609935595554,1.641412626868696,21.95824587644875,96.00967402585489,1.145770039218225,272.9905345838823,False
21.4,0.3119176705,994575600000,24543.2449655574,0.0614805628,6,0.0664216,2458000.5,0.4925911348649259,2.107250537032775,5.859775756281907,265.7495811772811,1.069237603551076,100.4655061953224,False
18.8,1.0328564805,994575600000,72442.5132553067,0.4352324274,0,0.209541,2458000.5,0.287746565372645,1.043616937397781,17.63552586668034,316.2223522622041,0.743319748096851,125.1309105797424,False
21,0.3750075218,994575600000,149994.1262711931,0.4556332453,7,0.0100614,2458000.5,0.8163276464779837,1.705269010105178,5.979575792330841,196.3360095293396,0.3132107724741769,75.68387128348735,True
21,0.3750075218,994575600000,37660.3393294674,0.2835854219,1,0.0984179,2458000.5,0.4527922930841961,0.907864592986423,8.278695740027688,114.3798292883882,0.4967905021181501,36.16756328615697,False
20.6,0.4508582062,994575600000,67250.2329044824,0.4793954177,1,0.0367835,2458000.5,0.3836068966139597,1.69636469597206,4.835215901038818,160.9186993500462,1.045627499424735,98.1010304012944,True
21.1,0.358129403,994575600000,64035.7697814289,0.3592854921,3,0.0344406,2458000.5,0.7443353025787529,2.635713611900079,11.01689399173103,178.0285924816238,0.673858923075496,277.717287478569,True
25.8,0.0411187571,994575600000,63120.2384467966,0.4475201396,6,0.0427449,2458000.5,0.1841362581086677,0.9518606430250496,12.15731792550923,206.9549893206024,0.7765885859775066,225.1269281842642,False
19,0.9419763057,995180400000,90184.2590949977,0.3739942136,0,0.140456,2458000.5,0.5317898583077602,1.573354170896487,13.15019648542084,55.92606292817924,0.7366603792875208,86.92712166741427,False
21.2,0.3420109247,995180400000,54832.4071414348,0.1845109526,0,0.109607,2457600.5,0.1224300066361258,1.157034097103852,28.94828137810144,118.5841151778075,1.015378404917204,113.3827336410694,False
